Company,Product,TypeName,Inches,Ram,OS,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Price_inr,Touchscreen_Flag,IPSpanel_Flag,Retina_Flag,Pixels,PPI_proxy,TotalStorage,CPU_brand,GPU_brand,OS_clean,Type_clean,PriceBand
Lenovo,Thinkpad P51,Notebook,15.6,32,Windows 10,2.5,4899,4K Ultra HD,3840,2160,No,Yes,No,Intel,3.1,Xeon E3-1535M v6,1024,0,SSD,No,Nvidia,Quadro M2200M,538841,0,1,0,8294400,34082.84024,1024,Intel,Nvidia,Windows 10,Notebook,Ultra
Dell,Inspiron 7559,Gaming,15.6,16,Windows 10,2.59,879.01,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 960<U+039C>,96682,0,0,0,2073600,8520.710059,1024,Intel,Nvidia,Windows 10,Gaming,Mid
Dell,Vostro 3568,Notebook,15.6,4,Linux,2.18,443.9,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,48825,0,0,0,1049088,4310.848126,1024,Intel,Intel,Linux,Notebook,Budget
Dell,Inspiron 3567,Notebook,15.6,4,Linux,2.25,359,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,39486,0,0,0,1049088,4310.848126,1024,Intel,Intel,Linux,Notebook,Budget
Dell,Latitude 5580,Notebook,15.6,4,Linux,1.93,869,Standard,1366,768,No,No,No,Intel,2.6,Core i5 7300U,500,0,HDD,No,Intel,HD Graphics 620,95581,0,0,0,1049088,4310.848126,500,Intel,Intel,Linux,Notebook,Mid
Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,17.3,8,Windows 10,3,1168,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,128468,0,0,0,2073600,6928.397207,1152,Intel,Nvidia,Windows 10,Gaming,Upper-Mid
Dell,Vostro 3568,Notebook,15.6,4,Linux,2.18,569,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,AMD,Radeon R5 M420,62584,0,0,0,2073600,8520.710059,128,Intel,Amd,Linux,Notebook,Mid
HP,EliteBook 850,Ultrabook,15.6,8,Windows 10,1.84,1389,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,152776,0,0,0,2073600,8520.710059,512,Intel,Intel,Windows 10,Ultrabook,Upper-Mid
MSI,GT62VR 7RE,Gaming,15.6,16,Windows 10,2.94,2267.86,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,249442,0,0,0,2073600,8520.710059,1280,Intel,Nvidia,Windows 10,Gaming,Premium
Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,2 in 1 Convertible,11.6,4,Chrome OS,1.25,379,Standard,1366,768,Yes,Yes,No,Intel,1.6,Celeron Quad Core N3160,32,0,Flash Storage,No,Intel,HD Graphics 400,41686,1,1,0,1049088,7796.432818,32,Intel,Intel,Chrome Os,2 In 1 Convertible,Budget
HP,ProBook 650,Notebook,14,8,Windows 10,2.31,1124,Standard,1366,768,No,No,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,123629,0,0,0,1049088,5352.489796,256,Intel,Intel,Windows 10,Notebook,Upper-Mid
Lenovo,ThinkPad T470,Notebook,14,8,Windows 7,1.65,1465,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,161135,0,0,0,2073600,10579.59184,256,Intel,Intel,Windows 7,Notebook,Upper-Mid
Dell,Inspiron 5570,Notebook,15.6,4,Windows 10,2.2,776,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,AMD,Radeon 530,85352,0,0,0,2073600,8520.710059,1024,Intel,Amd,Windows 10,Notebook,Mid
Fujitsu,LifeBook A557,Notebook,15.6,8,Windows 10,2.2,799,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,87882,0,0,0,1049088,4310.848126,256,Intel,Intel,Windows 10,Notebook,Mid
HP,EliteBook 850,Notebook,15.6,4,Windows 7,1.88,932,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,102511,0,0,0,1049088,4310.848126,500,Intel,Intel,Windows 7,Notebook,Mid
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,8,Windows 10,2.2,899,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 920MX,98881,0,0,0,2073600,8520.710059,1024,Intel,Nvidia,Windows 10,Notebook,Mid
Mediacom,SmartBook 140,Notebook,14,2,Windows 10,1.4,239,Full HD,1920,1080,No,No,No,Intel,1.44,Atom x5-Z8350,32,0,Flash Storage,No,Intel,HD Graphics,26288,0,0,0,2073600,10579.59184,32,Intel,Intel,Windows 10,Notebook,Budget
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,4,No OS,2.2,468,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,51475,0,0,0,2073600,8520.710059,128,Intel,Intel,No Os,Notebook,Budget
Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,6,Windows 10,1.5,639.01,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,70285,1,0,0,2073600,11722.53943,1024,Intel,Intel,Windows 10,2 In 1 Convertible,Mid
Dell,XPS 15,Notebook,15.6,8,Windows 10,2,1820,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,200182,0,0,0,2073600,8520.710059,256,Intel,Nvidia,Windows 10,Notebook,Premium
Asus,ZenBook 3,Ultrabook,14,16,Windows 10,1.1,1900,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,208981,0,0,0,2073600,10579.59184,512,Intel,Intel,Windows 10,Ultrabook,Premium
Dell,Inspiron 7567,Gaming,15.6,16,Windows 10,2.62,1479,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,162675,0,0,0,2073600,8520.710059,1280,Intel,Nvidia,Windows 10,Gaming,Upper-Mid
Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,4,Windows 10,1.8,829,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,91182,0,0,0,2073600,8520.710059,256,Intel,Intel,Windows 10,Notebook,Mid
Lenovo,Ideapad 320-15ISK,Notebook,15.6,4,Windows 10,2.2,579,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Nvidia,GeForce 920MX ,63684,0,0,0,2073600,8520.710059,1024,Intel,Nvidia,Windows 10,Notebook,Mid
Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,15.6,8,Windows 10,2,399,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,43886,0,0,0,1049088,4310.848126,1024,Intel,Intel,Windows 10,Notebook,Budget
Asus,VivoBook Pro,Notebook,15.6,8,Windows 10,1.99,906.62,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,99719,0,0,0,2073600,8520.710059,1024,Intel,Nvidia,Windows 10,Notebook,Mid
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.23,1869,Quad HD+,3200,1800,Yes,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,205571,1,0,0,5760000,32562.60953,256,Intel,Intel,Windows 10,Ultrabook,Premium
Lenovo,IdeaPad 100S-14IBR,Notebook,14,2,Windows 10,1.42,249,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400,27388,0,0,0,1049088,5352.489796,32,Intel,Intel,Windows 10,Notebook,Budget
Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,8,Windows 10,1.37,1757.42,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,193299,1,1,0,2073600,11722.53943,256,Intel,Intel,Windows 10,2 In 1 Convertible,Premium
Dell,XPS 15,Notebook,15.6,16,Windows 10,2.06,2399,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.8,Core i7 7700HQ,1024,0,SSD,No,Nvidia,GeForce GTX 1050,263866,1,0,0,8294400,34082.84024,1024,Intel,Nvidia,Windows 10,Notebook,Premium
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Windows 10,2.5,1109,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050M,121979,0,1,0,2073600,8520.710059,1152,Intel,Nvidia,Windows 10,Gaming,Upper-Mid
HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,17,8,Windows 10,2.6,520.9,Standard,1600,900,No,No,No,AMD,3,A9-Series 9420,1024,0,HDD,No,AMD,Radeon R5,57294,0,0,0,1440000,4982.698962,1024,Amd,Amd,Windows 10,Notebook,Mid
Lenovo,ThinkPad X1,Ultrabook,14,16,Windows 10,1.14,2450,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,269476,0,1,0,2073600,10579.59184,512,Intel,Intel,Windows 10,Ultrabook,Premium
Asus,ROG GL553VE-FY022,Gaming,15.6,8,No OS,2.5,1169,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050 Ti,128578,0,1,0,2073600,8520.710059,1024,Intel,Nvidia,No Os,Gaming,Upper-Mid
Acer,Extensa EX2540,Notebook,15.6,4,Windows 10,2.4,450,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,49496,0,0,0,1049088,4310.848126,500,Intel,Intel,Windows 10,Notebook,Budget
Lenovo,IdeaPad 100S-14IBR,Notebook,14,4,Windows 10,1.43,274,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics,30137,0,0,0,1049088,5352.489796,32,Intel,Intel,Windows 10,Notebook,Budget
Acer,Swift 3,Ultrabook,14,8,Windows 10,1.8,919,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,Graphics 620,101081,0,1,0,2073600,10579.59184,256,Intel,Intel,Windows 10,Ultrabook,Mid
Razer,Blade Pro,Gaming,14,16,Windows 10,1.95,2599,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1060,285864,0,0,0,2073600,10579.59184,256,Intel,Nvidia,Windows 10,Gaming,Ultra
Toshiba,Portege Z30-C-16J,Notebook,13.3,8,Windows 10,1.2,1213,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,133418,0,0,0,2073600,11722.53943,256,Intel,Intel,Windows 10,Notebook,Upper-Mid
Lenovo,Thinkpad X270,Ultrabook,12.5,8,Windows 10,1.36,1584,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,174224,0,1,0,2073600,13271.04,256,Intel,Intel,Windows 10,Ultrabook,Premium
Asus,ROG G701VI,Gaming,17.3,32,Windows 10,3.8,2799,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,512,0,SSD,No,Nvidia,GeForce GTX 1080,307862,0,1,0,2073600,6928.397207,512,Intel,Nvidia,Windows 10,Gaming,Ultra
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,8,Linux,2.4,709,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,77983,0,0,0,2073600,8520.710059,1024,Intel,Nvidia,Linux,Gaming,Mid
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.2,1449.9,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,159475,0,0,0,2073600,11722.53943,256,Intel,Intel,Windows 10,Ultrabook,Upper-Mid
MSI,GL62M 7REX,Gaming,15.6,8,Windows 10,2.2,1191.8,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,131086,0,0,0,2073600,8520.710059,1152,Intel,Nvidia,Windows 10,Gaming,Upper-Mid
HP,250 G6,Notebook,15.6,4,No OS,1.86,364.9,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,40135,0,0,0,1049088,4310.848126,500,Intel,Intel,No Os,Notebook,Budget
Toshiba,Tecra A50-D-11M,Notebook,15.6,8,Windows 10,2,1064,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,117029,0,1,0,2073600,8520.710059,500,Intel,Intel,Windows 10,Notebook,Upper-Mid
Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.2,919,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,AMD,Radeon 530,101081,0,0,0,2073600,8520.710059,256,Intel,Amd,Windows 10,Notebook,Mid
Dell,Inspiron 5570,Notebook,15.6,16,Windows 10,2.2,1135,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,2048,SSD,HDD,AMD,Radeon 530,124839,0,0,0,2073600,8520.710059,2304,Intel,Amd,Windows 10,Notebook,Upper-Mid
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,8,Windows 10,3.31,1196,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 960,131548,0,1,0,2073600,8520.710059,1152,Intel,Nvidia,Windows 10,Gaming,Upper-Mid
Dell,Alienware 17,Gaming,17.3,32,Windows 10,4.42,3147.37,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.8,Core i7 7700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1070,346179,0,1,0,8294400,27713.58883,1536,Intel,Nvidia,Windows 10,Gaming,Ultra
Dell,Latitude E7470,Notebook,14,8,Windows 10,1.56,1229,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,135178,0,0,0,2073600,10579.59184,256,Intel,Intel,Windows 10,Notebook,Upper-Mid
Lenovo,Ideapad 320-15IAP,Notebook,15.6,4,Windows 10,2.2,419,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,500,0,HDD,No,Intel,HD Graphics 500,46086,0,0,0,1049088,4310.848126,500,Intel,Intel,Windows 10,Notebook,Budget
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,Windows 10,2.2,535,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,58845,0,0,0,2073600,8520.710059,500,Intel,Intel,Windows 10,Notebook,Mid
HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,6,Windows 10,2.04,539,Standard,1920,1080,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430,59285,0,0,0,2073600,8520.710059,1024,Intel,Amd,Windows 10,Notebook,Mid
MSI,GP72VR Leopard,Gaming,17.3,8,Windows 10,2.7,1486.77,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,163530,0,0,0,2073600,6928.397207,1152,Intel,Nvidia,Windows 10,Gaming,Upper-Mid
Toshiba,Satellite Pro,Notebook,15.6,4,Windows 10,2.1,498,Standard,1366,768,No,No,No,Intel,2.1,Core i3 6100U,128,0,SSD,No,Intel,HD Graphics 520,54775,0,0,0,1049088,4310.848126,128,Intel,Intel,Windows 10,Notebook,Budget
Dell,Latitude 3580,Notebook,15.6,8,Windows 10,2.06,955,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,105040,0,0,0,2073600,8520.710059,1024,Intel,Intel,Windows 10,Notebook,Mid
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,8,Windows 10,2.1,745,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,AMD,Radeon 530,81943,0,0,0,2073600,8520.710059,1024,Intel,Amd,Windows 10,Notebook,Mid
Toshiba,Tecra Z50-D-10E,Notebook,15.6,8,Windows 10,2,1258,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,138367,0,1,0,2073600,8520.710059,256,Intel,Intel,Windows 10,Notebook,Upper-Mid
Acer,Aspire 3,Notebook,15.6,4,Linux,2.1,412,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,45316,0,0,0,1049088,4310.848126,128,Intel,Intel,Linux,Notebook,Budget
Microsoft,Surface Laptop,Ultrabook,13.5,8,Windows 10 S,1.252,1867.85,Standard,2256,1504,Yes,No,No,Intel,2.8,Core i7 7600U,256,0,SSD,No,Intel,Iris Plus Graphics 640,205445,1,0,0,3393024,18617.41564,256,Intel,Intel,Windows 10 S,Ultrabook,Premium
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,8,Windows 10,1.9,817.95,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,1024,SSD,HDD,AMD,Radeon R5 M430,89966,0,0,0,2073600,8520.710059,1152,Intel,Amd,Windows 10,Notebook,Mid
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,8,Windows 10,1.3,1034,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,113730,1,1,0,2073600,11722.53943,256,Intel,Intel,Windows 10,2 In 1 Convertible,Upper-Mid
Lenovo,IdeaPad 320-15AST,Notebook,15.6,4,Windows 10,2.2,349,Standard,1366,768,No,No,No,AMD,2.2,E-Series E2-9000,128,0,SSD,No,AMD,Radeon R2 Graphics,38387,0,0,0,1049088,4310.848126,128,Amd,Amd,Windows 10,Notebook,Budget
HP,Pavilion X360,2 in 1 Convertible,14,4,Windows 10,1.63,699,Full HD,1920,1080,Yes,Yes,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Nvidia,GeForce 940MX,76883,1,1,0,2073600,10579.59184,128,Intel,Nvidia,Windows 10,2 In 1 Convertible,Mid
MSI,GP62 7RDX,Gaming,15.6,16,Windows 10,2.4,1294,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050,142327,0,0,0,2073600,8520.710059,1280,Intel,Nvidia,Windows 10,Gaming,Upper-Mid
Asus,Zenbook 3,Ultrabook,14,8,Windows 10,1.1,1135,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,124839,0,0,0,2073600,10579.59184,256,Intel,Intel,Windows 10,Ultrabook,Upper-Mid
HP,Chromebook X360,2 in 1 Convertible,11.6,8,Chrome OS,1.4,495,Standard,1366,768,Yes,No,No,Intel,1.1,Celeron Dual Core N3350,64,0,Flash Storage,No,Intel,HD Graphics 500,54445,1,0,0,1049088,7796.432818,64,Intel,Intel,Chrome Os,2 In 1 Convertible,Budget
LG,Gram 15Z975,Ultrabook,15.6,8,Windows 10,1.09,2299,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,HD Graphics 620,252867,0,1,0,2073600,8520.710059,512,Intel,Intel,Windows 10,Ultrabook,Premium
Acer,Aspire VX5-591G,Gaming,15.6,16,Windows 10,2.5,1299,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050 Ti,142877,0,0,0,2073600,8520.710059,256,Intel,Nvidia,Windows 10,Gaming,Upper-Mid
MSI,GV62M 7RD,Gaming,15.6,8,Windows 10,2.2,997.9,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,109759,0,0,0,2073600,8520.710059,256,Intel,Nvidia,Windows 10,Gaming,Mid
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,4,Windows 10,1.86,419,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,128,0,SSD,No,Intel,HD Graphics 500,46086,0,0,0,1049088,4310.848126,128,Intel,Intel,Windows 10,Notebook,Budget
Dell,Alienware 15,Gaming,15.6,16,Windows 10,3.21,2051,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,225589,0,0,0,2073600,8520.710059,1152,Intel,Nvidia,Windows 10,Gaming,Premium
HP,17-bs000nv I3,Notebook,17.3,4,Windows 10,2.5,699,Full HD,1920,1080,No,Yes,No,Intel,2,Core i3 6006U,256,0,SSD,No,AMD,Radeon R5 520,76883,0,1,0,2073600,6928.397207,256,Intel,Amd,Windows 10,Notebook,Mid
Lenovo,Yoga 730,2 in 1 Convertible,13.3,8,Windows 10,1.19,1499,Full HD,1920,1080,Yes,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,164875,1,1,0,2073600,11722.53943,512,Intel,Intel,Windows 10,2 In 1 Convertible,Upper-Mid
Dell,Alienware 15,Gaming,15.6,16,Windows 10,3.49,2813.75,Full HD,1920,1080,No,No,No,Intel,2.9,Core i7 7820HK,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,309484,0,0,0,2073600,8520.710059,1280,Intel,Nvidia,Windows 10,Gaming,Ultra
HP,250 G6,Notebook,15.6,4,Windows 10,1.86,612.61,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,AMD,Radeon 520,67381,0,0,0,1049088,4310.848126,500,Intel,Amd,Windows 10,Notebook,Mid
Dell,Inspiron 3567,Notebook,15.6,4,Windows 10,2.2,545.67,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430,60018,0,0,0,1049088,4310.848126,1024,Intel,Amd,Windows 10,Notebook,Mid
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,6,Windows 10,2.65,569,Full HD,1920,1080,No,Yes,No,AMD,2.4,A10-Series 9600P,2048,0,HDD,No,AMD,Radeon R7 M440,62584,0,1,0,2073600,6928.397207,2048,Amd,Amd,Windows 10,Notebook,Mid
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,318,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core 3855U,500,0,HDD,No,Intel,HD Graphics 510,34977,0,0,0,1049088,4310.848126,500,Intel,Intel,Windows 10,Notebook,Budget
Acer,Chromebook 14,Notebook,14,4,Chrome OS,1.45,375,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core 3855U,32,0,Flash Storage,No,Intel,HD Graphics 510,41246,0,0,0,1049088,5352.489796,32,Intel,Intel,Chrome Os,Notebook,Budget
Lenovo,IdeaPad 520s-14IKB,Notebook,14,4,Windows 10,1.7,699,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,76883,0,0,0,2073600,10579.59184,256,Intel,Intel,Windows 10,Notebook,Mid
HP,ZBook 17,Workstation,17.3,8,Windows 10,3.14,1907.99,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,500,0,HDD,No,Nvidia,Quadro M1200,209860,0,0,0,2073600,6928.397207,500,Intel,Nvidia,Windows 10,Workstation,Premium
Lenovo,ThinkPad X1,2 in 1 Convertible,14,8,Windows 10,1.42,2590,Standard,2560,1440,Yes,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,284874,1,0,0,3686400,18808.16327,256,Intel,Intel,Windows 10,2 In 1 Convertible,Ultra
Toshiba,Satellite Pro,Notebook,13.3,8,Windows 10,1.5,973,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,107020,0,1,0,2073600,11722.53943,256,Intel,Intel,Windows 10,Notebook,Mid
Acer,TravelMate B117-M,Netbook,11.6,4,Windows 10,1.4,269,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3050,32,0,Flash Storage,No,Intel,HD Graphics,29587,0,0,0,1049088,7796.432818,32,Intel,Intel,Windows 10,Netbook,Budget
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14,16,Windows 10,1.38,1749,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,192373,1,0,0,2073600,10579.59184,512,Intel,Intel,Windows 10,2 In 1 Convertible,Premium
Asus,Chromebook Flip,2 in 1 Convertible,12.5,4,Chrome OS,1.2,669,Full HD,1920,1080,Yes,No,No,Intel,0.9,Core M M3-6Y30,64,0,Flash Storage,No,Intel,HD Graphics 515,73583,1,0,0,2073600,13271.04,64,Intel,Intel,Chrome Os,2 In 1 Convertible,Mid
Toshiba,Portege Z30T-C-133,Ultrabook,13.3,16,Windows 10,1.36,1877,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,206451,1,0,0,2073600,11722.53943,512,Intel,Intel,Windows 10,Ultrabook,Premium
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,4,Windows 10,2.1,689,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,500,0,HDD,No,AMD,Radeon 530,75783,0,1,0,2073600,8520.710059,500,Intel,Amd,Windows 10,Notebook,Mid
Dell,Inspiron 5577,Gaming,15.6,8,Windows 10,2.56,819,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,90082,0,0,0,2073600,8520.710059,1024,Intel,Nvidia,Windows 10,Gaming,Mid
Lenovo,IdeaPad 320-15AST,Notebook,15.6,4,Windows 10,2.2,399,Full HD,1920,1080,No,No,No,AMD,2.9,A9-Series 9420,256,0,SSD,No,AMD,Radeon 530,43886,0,0,0,2073600,8520.710059,256,Amd,Amd,Windows 10,Notebook,Budget
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,8,Windows 10,2.2,429,Standard,1366,768,No,No,No,AMD,3.6,A12-Series 9720P,1024,0,HDD,No,AMD,Radeon R7,47186,0,0,0,1049088,4310.848126,1024,Amd,Amd,Windows 10,Notebook,Budget
